condition,metric,n,pearson_r,pearson_p,spearman_rho,spearman_p,abs_spearman,target
no_constraint,pair_iptm_S_substrate2__S_substrate2,18,-0.2112858149771284,0.40000179762885724,-0.17777799144053633,0.4803417197698959,0.17777799144053633,kcat_km
no_constraint,frac_entrance,18,0.11709594829505672,0.6435593880726493,0.1284645920278371,0.6114433279490276,0.1284645920278371,kcat_km
no_constraint,ptm,18,0.140050802397242,0.5793927678128674,0.12403115681897885,0.6238916408302997,0.12403115681897885,kcat_km
no_constraint,mean_dist,18,0.049215611665515,0.8462303120291086,0.12403115681897885,0.6238916408302997,0.12403115681897885,kcat_km
no_constraint,mean_mg_s_dist,18,0.050658942743333615,0.8417738164190024,0.10749366924311499,0.6711647585528027,0.10749366924311499,kcat_km
no_constraint,median_dist,18,-0.1548174473714729,0.5396142155930231,-0.09922492545518306,0.6952632998016728,0.09922492545518306,kcat_km
no_constraint,iptm,18,0.08985371344960437,0.7229136786796073,0.0961241465347086,0.7043738550897116,0.0961241465347086,kcat_km
no_constraint,mean_entrance_contacts,18,-0.029614003925513322,0.9071402474644881,0.08186532892982412,0.7467461354101856,0.08186532892982412,kcat_km
no_constraint,pair_iptm_L_substrate__S_substrate2,18,-0.09898436001366387,0.6959687162191163,-0.08062025193233625,0.7504810643024911,0.08062025193233625,kcat_km
no_constraint,ligand_iptm,18,0.07663586295678754,0.7624684217787893,0.0775194730118618,0.7598054639036145,0.0775194730118618,kcat_km
no_constraint,frac_close,18,-0.02397466975615742,0.9247703598778813,-0.0374614851982078,0.8826771101227716,0.0374614851982078,kcat_km
no_constraint,chain_ptm_T_atp,18,0.042035262368959145,0.8684642493463116,0.03100778920474471,0.9027889412849941,0.03100778920474471,kcat_km
no_constraint,pair_iptm_S_substrate2__T_atp,18,0.025835092694696953,0.9189500886812454,0.015503894602372356,0.9513126807478549,0.015503894602372356,kcat_km
no_constraint,mean_contacts,18,-0.019651565419390206,0.938308617186421,-0.011375393879832253,0.9642682797288125,0.011375393879832253,kcat_km
no_constraint,chain_ptm_A_protein,18,0.12926595960100018,0.6092038731054684,-0.0020671859469829808,0.9935047807943964,0.0020671859469829808,kcat_km
constrained,chain_ptm_S_substrate2,18,-0.2117948390037906,0.3988409415722245,-0.3629790597032964,0.138746574405955,0.3629790597032964,kcat
constrained,pair_iptm_S_substrate2__S_substrate2,18,-0.2117948390037906,0.3988409415722245,-0.3629790597032964,0.138746574405955,0.3629790597032964,kcat
constrained,complex_pde,18,0.18083893492108344,0.4726906171769398,0.25025906680398213,0.31654123408305357,0.25025906680398213,kcat
constrained,complex_iplddt,18,-0.07444729634570932,0.769075041988576,-0.22130347229773628,0.3774949292163058,0.22130347229773628,kcat
constrained,frac_active_site,18,-0.1432959044656727,0.570545562059435,-0.2162118119080583,0.3888449649357203,0.2162118119080583,kcat
constrained,pair_iptm_L_substrate__S_substrate2,18,-0.07792613846230025,0.7585807472134297,-0.2140645736711748,0.3936870274390132,0.2140645736711748,kcat
constrained,pair_iptm_S_substrate2__T_atp,18,-0.08285350888269846,0.7437856481679809,-0.201655033168498,0.4223080853551121,0.201655033168498,kcat
constrained,mean_entrance_contacts,18,0.24097618969980877,0.3354094051922775,0.19648439129238268,0.43454955470130907,0.19648439129238268,kcat
constrained,confidence_score,18,-0.19456010201918345,0.439152018207556,-0.1902796210410443,0.4494799268762575,0.1902796210410443,kcat
constrained,frac_close,18,-0.08134193207065092,0.7483155500847066,-0.18384259326926633,0.4652420487460377,0.18384259326926633,kcat
constrained,pair_iptm_A_protein__S_substrate2,18,-0.09788805697798053,0.6991864347842608,-0.17580182378792136,0.4853134677758979,0.17580182378792136,kcat
constrained,chain_ptm_T_atp,18,0.15865097284355534,0.5294937446546903,0.17063118191180598,0.49843995154827425,0.17063118191180598,kcat
constrained,mean_mg_s_dist,18,0.034650325371268116,0.8914299186164449,0.1520168711577908,0.5470624894454136,0.1520168711577908,kcat
constrained,mean_dist,18,0.03680136491701938,0.8847313313447885,0.14891448603212162,0.555366629796147,0.14891448603212162,kcat
constrained,iptm,18,-0.025764349072713324,0.9191713378626947,-0.14684622928167548,0.56093339167074,0.14684622928167548,kcat
constrained,complex_ipde,18,0.1611420277874988,0.5229644687029401,0.14684622928167548,0.56093339167074,0.14684622928167548,kcat
constrained,ligand_iptm,18,-0.017559031341664588,0.9448676153930262,-0.12306127665154494,0.6266280196031486,0.12306127665154494,kcat
constrained,frac_entrance,18,-0.048526977928589246,0.848358143361174,-0.11560395539903526,0.6478207607870953,0.11560395539903526,kcat
constrained,ptm,18,-0.02399463112926037,0.9247078915801342,-0.11375412127453734,0.6531186725048329,0.11375412127453734,kcat
constrained,mean_contacts,18,0.044384248228036646,0.8611794720401102,-0.10031045239663748,0.6920831483142387,0.10031045239663748,kcat
constrained,chain_ptm_L_substrate,18,0.15867877277648912,0.5294206727572679,0.09513981052052214,0.7072740756832874,0.09513981052052214,kcat
constrained,pair_iptm_L_substrate__L_substrate,18,0.15867877277648912,0.5294206727572679,0.09513981052052214,0.7072740756832874,0.09513981052052214,kcat
constrained,chain_ptm_A_protein,18,0.024411412632652448,0.9234036872310417,0.08686678351873761,0.7317977706793488,0.08686678351873761,kcat
constrained,pair_iptm_A_protein__T_atp,18,-0.008992132784774565,0.9717512408186441,-0.08376439839306841,0.741059739123459,0.08376439839306841,kcat
constrained,complex_plddt,18,-0.17067969781209366,0.498316000184661,-0.08169614164262227,0.7472533430922126,0.08169614164262227,kcat
constrained,pair_iptm_A_protein__L_substrate,18,0.085408464227545,0.7361471803451257,0.061013574138160935,0.8099439914579536,0.061013574138160935,kcat
constrained,median_dist,18,-0.09620471731118879,0.7041366346622959,0.0403310066336996,0.873755912193963,0.0403310066336996,kcat
constrained,pair_iptm_L_substrate__T_atp,18,0.05939678983236281,0.8148965638054658,0.020682567504461336,0.9350783295302657,0.020682567504461336,kcat
no_atp,frac_close,18,-0.2760789423970055,0.2674551117130258,-0.30972397634796767,0.21102686199992385,0.30972397634796767,kcat
no_atp,complex_iplddt,18,-0.2154165564814819,0.39063445169401784,-0.26577099243232816,0.28644989865432485,0.26577099243232816,kcat
no_atp,confidence_score,18,-0.21954141372980338,0.3814017654961894,-0.263702735681882,0.2903576212407964,0.263702735681882,kcat
no_atp,ptm,18,-0.16426974844467487,0.5148196728209826,-0.26060035055621283,0.29627957129703525,0.26060035055621283,kcat
no_atp,chain_ptm_A_protein,18,-0.13554098652123198,0.591783430084366,-0.24819081005353602,0.320689591797475,0.24819081005353602,kcat
no_atp,complex_pde,18,0.1320296312879503,0.6015060985060939,0.2419860398021976,0.333325773033582,0.2419860398021976,kcat
no_atp,mean_mg_s_dist,18,0.2323269071327927,0.3535638981037059,0.22647411417385163,0.36615992120338003,0.22647411417385163,kcat
no_atp,iptm,18,-0.19451441380077159,0.4392616001302412,-0.22026934392251324,0.3797850921269612,0.22026934392251324,kcat
no_atp,ligand_iptm,18,-0.19451441380077159,0.4392616001302412,-0.22026934392251324,0.3797850921269612,0.22026934392251324,kcat
no_atp,complex_ipde,18,0.17516366958032703,0.4869243219197416,0.2109621885455056,0.4007407969632051,0.2109621885455056,kcat
no_atp,pair_iptm_L_substrate__S_substrate2,18,-0.11467151643355508,0.6504892664851969,-0.17993833728881362,0.4749354303922749,0.17993833728881362,kcat
no_atp,pair_iptm_A_protein__S_substrate2,18,-0.190093210787911,0.44993249995539997,-0.16856292516135987,0.5037377857080709,0.16856292516135987,kcat
no_atp,mean_dist,18,0.14814818301302002,0.5574263093335439,0.16442641166046762,0.5144132824973341,0.16442641166046762,kcat
